,ID,ParentID,Timestamp,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_size,Sentiment,Confidence
17927,UgzO_vih3H1p8E7pe814AaABAg,,2023-03-14T01:22:47Z,@tsaniamira4327,"Cantiknya JKT48 beragam jadi gak monoton, ada Atin yg ketimur tengahan ada Asel yg ke uyghur2an. ada Muthe dan Freya yg keindonesia barat2an, ada juga Marsha yg ke Asia timuran, Ditambah kualitas videonya yg meningkat, bahkan lebih bagus drpd MV MV JKT sebelumnya jadi berasa lihat taman mini Indonesia indah. Bhineka tunggal ika. JKT48 itu cantiknya Indonesia",390,12,2023-03-14T01:22:47Z,"Cantiknya JKT48 beragam jadi gak monoton, ada Atin yg ketimur tengahan ada Asel yg ke uyghur2an. ada Muthe dan Freya yg keindonesia barat2an, ada juga Marsha yg ke Asia timuran, Ditambah kualitas videonya yg meningkat, bahkan lebih bagus drpd MV MV JKT sebelumnya jadi berasa lihat taman mini Indonesia indah. Bhineka tunggal ika. JKT48 itu cantiknya Indonesia",360,positive,0.9976550340652466
17266,Ugwv-mBJ8-d8tNlcdid4AaABAg,,2023-03-14T04:15:19Z,@ikanlele8186,"Sebagai fans baru jkt48, MV ini keren banget aali. Gw ampe ulang ulang, lagunya enak banget + jalan ceritanya bisa dipahami. 
KEREN BANGET JKT48,  TAMBAH NGEFANS DEH. 🔥🔥",378,21,2023-03-14T04:18:02Z,"Sebagai fans baru jkt48, MV ini keren banget aali. Gw ampe ulang ulang, lagunya enak banget + jalan ceritanya bisa dipahami. KEREN BANGET JKT48, TAMBAH NGEFANS DEH.",169,positive,0.9979016780853271
2515,UgyaGQbGkNAka0i-BGJ4AaABAg,,2023-10-06T08:34:02Z,@tediafrians,"Udah kesekian kalinya nonton ini.
Candu banget. Semuanya sempurna, vokalnya, visualnya, aransemennya, videografinya, editingnya mantap semua.",374,4,2025-01-07T02:47:28Z,"Udah kesekian kalinya nonton ini. Candu banget. Semuanya sempurna, vokalnya, visualnya, aransemennya, videografinya, editingnya mantap semua.",141,positive,0.9973881840705872
10248,UgwFcIWK6_sAANQgmBt4AaABAg,,2023-03-15T13:15:18Z,@donykaef6920,"Selain kualitas PV nya yg emang bagus, aransemennya unik, dan lirik lagunya enak didenger. Pantes trending.",371,1,2023-03-15T13:15:18Z,"Selain kualitas PV nya yg emang bagus, aransemennya unik, dan lirik lagunya enak didenger. Pantes trending.",107,positive,0.9976770281791687
19128,UgxPevw_6lmpgc4m7sl4AaABAg,,2023-03-13T17:25:50Z,@fjkt48official,Sukses selalu JKT48 semangat untuk terus berkarya di perindustrian musik tanah air dan go internasional,356,1,2023-03-13T17:25:50Z,Sukses selalu JKT48 semangat untuk terus berkarya di perindustrian musik tanah air dan go internasional,103,positive,0.9537375569343567
9620,UgwXvbuTRlCwqdTEJWh4AaABAg,,2023-03-16T01:15:48Z,@lukygalihpurwito7647,"Naikan gaji videografer dan crew MV ini, keren banget dah..... Member2 totalitas",348,6,2023-03-16T01:15:48Z,"Naikan gaji videografer dan crew MV ini, keren banget dah..... Member2 totalitas",80,positive,0.9947736859321594
10372,Ugznvmkw_goRoOTIRJB4AaABAg,,2023-03-15T12:20:44Z,@lucifer-jx3su,"Gw bukan fans JKT48, tapi pas denger lagu ini malah jadi candu banget ❤️",342,8,2023-03-15T12:20:44Z,"Gw bukan fans JKT48, tapi pas denger lagu ini malah jadi candu banget",72,positive,0.8869245052337646
22786,UgwfRzUsH6LjkVBlVi54AaABAg,,2023-03-13T12:53:24Z,@bahriFT,"CONGRATS BUAT NEW ERA ATAS MINI ALBUM, ALWAYS SUPPORT JKT48 🔥",339,8,2023-03-13T12:53:24Z,"CONGRATS BUAT NEW ERA ATAS MINI ALBUM, ALWAYS SUPPORT JKT48",61,positive,0.8002514839172363
11672,UgyYU0afErmT87d6JCJ4AaABAg,,2023-03-15T02:58:16Z,@taufiktesmar169,"Wow, trending YouTube nomor 1, trending 5 kategori musik. Sejarah sih ini buat JKT48. Kerrrreeeeeeennnnn maksimal",327,2,2023-03-15T02:58:53Z,"Wow, trending YouTube nomor 1, trending 5 kategori musik. Sejarah sih ini buat JKT48. Kerrrreeeeeeennnnn maksimal",113,positive,0.9452170729637146
21399,UgyKPrGZSrOb2nFwMON4AaABAg,,2023-03-13T13:27:28Z,@nixieeajaa,"CONGRATS JKT48! KEREN BGT ASLII, SUPPORT JKT48!",318,0,2023-03-13T13:27:28Z,"CONGRATS JKT48! KEREN BGT ASLII, SUPPORT JKT48!",47,positive,0.9898005127906799
17169,UgzM7Mnj7YcsD96_c7J4AaABAg,,2023-03-14T04:51:50Z,@yiyanglabelofficial,"Keren banget 😍, kemampuan akting setiap member makin bagus, semoga aja nanti bisa ada mini drama jkt48 🙏",316,6,2023-03-14T04:51:50Z,"Keren banget , kemampuan akting setiap member makin bagus, semoga aja nanti bisa ada mini drama jkt48",104,positive,0.9949327111244202
17498,UgzzYn7bUMsNc6CzAGZ4AaABAg,,2023-03-14T03:14:00Z,@AAA-fl8bq,Out of the box nih konsepnya.. keren.. JKT48 keluar dari zona nyaman.. dan cetar...,312,4,2023-03-14T03:14:00Z,Out of the box nih konsepnya.. keren.. JKT48 keluar dari zona nyaman.. dan cetar...,83,positive,0.9890956282615662
22828,UgwcBKM0bjMT1MtVKP54AaABAg,,2023-03-13T11:42:54Z,@wisnusantosa6256,"Gak sabar nungguin Setlist Original, Single ke 24 & album ke 5 JKT48 semoga sukses selalu terus berkarya..
Terus jaya JKT48 NEW ERA🔥🔥",304,3,2023-03-13T11:49:56Z,"Gak sabar nungguin Setlist Original, Single ke 24 & album ke 5 JKT48 semoga sukses selalu terus berkarya.. Terus jaya JKT48 NEW ERA",133,positive,0.9182489514350891
13240,UgyG9JBG0W47YiX9fLl4AaABAg,,2023-03-14T14:40:49Z,@rahmawatiwati3370,"GILAK KEREN PARAH ASLI, KONSEPNYA DILUAR JKT BANGET. DAN BUAT KALIAN YANG MENGIRA NI MV NGAMBIL TEMA SUKA SESAMA JENIS ALIAS LESBIAN,, TOLONG DEH YA, KAN JKT48 ANGGOTA NYA CEWEK SEMUA. INI TU BUKAN TENTANG LGBT SAMSEK COY!!!
KESIMPULANNYA YA TENTANG SEORANG GADIS YANG JADI GA POLOS LAGI KARENA PENGARUH TEMEN²NYA.

 INTINYA SEMANGAT TERUS KALIAN!!!",300,0,2023-03-19T10:05:07Z,"GILAK KEREN PARAH ASLI, KONSEPNYA DILUAR JKT BANGET. DAN BUAT KALIAN YANG MENGIRA NI MV NGAMBIL TEMA SUKA SESAMA JENIS ALIAS LESBIAN,, TOLONG DEH YA, KAN JKT48 ANGGOTA NYA CEWEK SEMUA. INI TU BUKAN TENTANG LGBT SAMSEK COY!!! KESIMPULANNYA YA TENTANG SEORANG GADIS YANG JADI GA POLOS LAGI KARENA PENGARUH TEMENNYA. INTINYA SEMANGAT TERUS KALIAN!!!",349,positive,0.9085610508918762
17633,Ugxnz0FqEMqVgZdH2B54AaABAg,,2023-03-14T02:41:25Z,@janesiaaristha902,"Ini baguus bangetttt... Emosi di project ini dapet banget.. Ayookkkk member lain di up jugaaa yukkkk om jot.. makin kesini makin keren... Makin matang JKT48 new eraaa LOVE
terus berbenah jeketi",295,0,2023-03-14T02:45:20Z,Ini baguus bangetttt... Emosi di project ini dapet banget.. Ayookkkk member lain di up jugaaa yukkkk om jot.. makin kesini makin keren... Makin matang JKT48 new eraaa LOVE terus berbenah jeketi,193,positive,0.989189624786377
18733,UgyiDP0cptwrpJR9S7p4AaABAg,,2023-03-13T19:33:33Z,@aryabintangadisaputra7608,"Keren sih mereka Vibes dan dance nya dapet bngt!!

Btw, konsep nya emng gini ya guys😉jadi jangan berfikiran yg aneh²",288,18,2023-03-13T19:33:33Z,"Keren sih mereka Vibes dan dance nya dapet bngt!! Btw, konsep nya emng gini ya guysjadi jangan berfikiran yg aneh",116,positive,0.9888788461685181
22779,UgztqrpC2keCg5jTM3t4AaABAg,,2023-03-13T12:56:28Z,@ghazyalfarras1961,"Tetep semangat buat seluruh warga JKT48, buat member JKT48 dan staff  JKT48 yg bertugas.",286,0,2023-03-13T12:56:28Z,"Tetep semangat buat seluruh warga JKT48, buat member JKT48 dan staff JKT48 yg bertugas.",88,positive,0.6405022740364075
21818,Ugys9r9cLEqZugOXtvN4AaABAg,,2023-03-13T13:16:10Z,@aelyz._,"UHUY CONGRATSS KEREN BANGET, SEMANGAT SMUA MEMBER JKT48 KITA SLALU SUPPORT KALIAN",283,0,2023-03-13T13:16:10Z,"UHUY CONGRATSS KEREN BANGET, SEMANGAT SMUA MEMBER JKT48 KITA SLALU SUPPORT KALIAN",81,positive,0.9893746376037598
12977,Ugxsyb91-4ZkKh8CIH14AaABAg,,2023-03-14T16:06:09Z,@shofiaqalby9255,ANJAY I DIDN'T EXPECT THAT THIS SONG WOULD GET A SPECIAL PERFORMANCE ALIAS MV. KEREN BGT WOY,280,7,2023-03-14T16:06:09Z,ANJAY I DIDN'T EXPECT THAT THIS SONG WOULD GET A SPECIAL PERFORMANCE ALIAS MV. KEREN BGT WOY,92,positive,0.994016170501709
15824,Ugx5o-sx0NzXRm5HtYB4AaABAg,,2023-03-14T08:48:09Z,@ratnasg1991,"Ini jujur, TERLALU INDAH. bagus banget JOT! Dari semalem entah udah berapa kali muter ini video. Ayok ramaikan dan trendingkan guys! THIS MASTERPIECE NEED A BIGGER ATTENTION!!!",275,4,2023-03-14T08:48:09Z,"Ini jujur, TERLALU INDAH. bagus banget JOT! Dari semalem entah udah berapa kali muter ini video. Ayok ramaikan dan trendingkan guys! THIS MASTERPIECE NEED A BIGGER ATTENTION!!!",176,negative,0.7652880549430847
19480,UgzwL5xoUxZ4rc_tzkN4AaABAg,,2023-03-13T16:12:35Z,@liyann2029,"Huaaaa kerenn bangettt badaasss gilaaa,congrats JKT48 semoga selalu sukses buat kedepannya 😘😘😘",274,2,2023-03-13T16:12:35Z,"Huaaaa kerenn bangettt badaasss gilaaa,congrats JKT48 semoga selalu sukses buat kedepannya",94,positive,0.9944475889205933
20013,UgzVuBPlaYibFMCKfjx4AaABAg,,2023-03-13T15:01:18Z,@trirachmawatinst295,"Jujur kaget dengan konsep nya. Tapi makin kesini makin keliatan dari segi perform, editing, segala kualitas yg nunjukin jkt bener2 spesifik itu dalam perubahan dan makin membaik.. konsep video dibuat di theater di ubah secara apik, suara member juga makin asik di telinga.. mari dukung perubahan2 terbaik di jkt48... Caiyooooooo jaya jaya jaya",269,5,2023-03-13T15:01:18Z,"Jujur kaget dengan konsep nya. Tapi makin kesini makin keliatan dari segi perform, editing, segala kualitas yg nunjukin jkt bener2 spesifik itu dalam perubahan dan makin membaik.. konsep video dibuat di theater di ubah secara apik, suara member juga makin asik di telinga.. mari dukung perubahan2 terbaik di jkt48... Caiyooooooo jaya jaya jaya",343,positive,0.9956076741218567
18315,Ugy9TfA8e6UprznXeyZ4AaABAg,,2023-03-13T23:35:21Z,@rianirahayu5645,"Congrats JKT48,kalian luar biasa 
Yuk semangat yuk trending",269,0,2023-03-13T23:35:21Z,"Congrats JKT48,kalian luar biasa Yuk semangat yuk trending",59,positive,0.9541646242141724
18636,UgwPcNSJ27ks9GgkvOV4AaABAg,,2023-03-13T21:00:53Z,@yoan1933,"Semoga JK48 mendunia, semakin dikenal orang, semoga panjang umur nih JK48 keren, semoga trending setiap lagu lagunya Trendingkeun ygy.",263,7,2023-03-13T21:00:53Z,"Semoga JK48 mendunia, semakin dikenal orang, semoga panjang umur nih JK48 keren, semoga trending setiap lagu lagunya Trendingkeun ygy.",134,positive,0.9888408780097961
18233,UgyOd1qReyNnyux_7ct4AaABAg,,2023-03-14T00:06:12Z,@jesslynaurelia1709,SUMPAHHHH DEMI APAPUNNN KERENNN BGTTT!!!! CONGRATSSS BUAT PARA MEMBER DAN JKT48!!,257,2,2023-03-14T00:06:12Z,SUMPAHHHH DEMI APAPUNNN KERENNN BGTTT!!!! CONGRATSSS BUAT PARA MEMBER DAN JKT48!!,81,positive,0.9922415018081665
9173,UgzHXCsYhlGuexfxrrF4AaABAg,,2023-03-16T09:11:53Z,@Peraya_Lertprasert,"11 tahun lebih mereka berkiprah di dunia musik Indonesia. Berbagai macam prestasi telah ditorehkan. Puluhan piala dan piagam penghargaan telah mereka raih, didalam dan diluar negeri. TAPI MEDIA2 INDONESIA TIDAK ADA YANG MEMBERITAKAN NYA, WARGA INDONESIA TUTUP MATA.

dan skrng ketika mereka memberikan sedikit bumbu2 penyedap, media dimana mana langsung gercep memberitakan. 
Warga nya pun berlomba-lomba menghujat.

Yah, memang seperti inilah warga kita, mayoritas menyukai gosip dan bahasan tentang kontroversi.

Alangkah lucunya negeri ini",256,10,2023-03-16T09:22:43Z,"11 tahun lebih mereka berkiprah di dunia musik Indonesia. Berbagai macam prestasi telah ditorehkan. Puluhan piala dan piagam penghargaan telah mereka raih, didalam dan diluar negeri. TAPI MEDIA2 INDONESIA TIDAK ADA YANG MEMBERITAKAN NYA, WARGA INDONESIA TUTUP MATA. dan skrng ketika mereka memberikan sedikit bumbu2 penyedap, media dimana mana langsung gercep memberitakan. Warga nya pun berlomba-lomba menghujat. Yah, memang seperti inilah warga kita, mayoritas menyukai gosip dan bahasan tentang kontroversi. Alangkah lucunya negeri ini",542,negative,0.0
20261,UgxBMwAtN4xOD8WbCDF4AaABAg,,2023-03-13T14:34:47Z,@angelinapanjaitan1806,Keren bangettttttt!!! Kita trandingkan gaissss. JKT48 Congratss!!!,254,7,2023-03-13T14:34:47Z,Keren bangettttttt!!! Kita trandingkan gaissss. JKT48 Congratss!!!,66,positive,0.9905681014060974
16098,UgzwH1lDgFoq1yN8tpZ4AaABAg,,2023-03-14T07:53:38Z,@yunagfriend3474,"Makin lama makin keren ni JKT48, semoga makin sukses ya semuanya",252,2,2023-03-14T07:53:38Z,"Makin lama makin keren ni JKT48, semoga makin sukses ya semuanya",64,positive,0.9272858500480652
19710,UgwFy6va7N7gA7RhgQl4AaABAg,,2023-03-13T15:40:59Z,@reyreina9816,"Luarbiasa,,, kuereennnnn,,, kaget gak nyangka kalo bakal SE keren SE excited ini,,, ya Allah,, semoga JKT48 makin sukses, makin terkenal d seluruh masyarakat Indonesia, dan sampai d undang khusus JKT48 k luar negri,,, amiinn,, karena udh melewati bgitu banyak perjuangan smoga sukses terus,",248,4,2023-03-13T15:40:59Z,"Luarbiasa,,, kuereennnnn,,, kaget gak nyangka kalo bakal SE keren SE excited ini,,, ya Allah,, semoga JKT48 makin sukses, makin terkenal d seluruh masyarakat Indonesia, dan sampai d undang khusus JKT48 k luar negri,,, amiinn,, karena udh melewati bgitu banyak perjuangan smoga sukses terus,",290,positive,0.9897767305374146
17884,UgwTjUD-uu1vuSF_nz94AaABAg,,2023-03-14T01:37:12Z,@andreasandreas6490,terbukti bikin mv keren ga harus jauh jauh.. klo konsep kuat.. lighting bgus.. fashion keren.. angle kamera mantap.. aransmen oke sih tetep nendang.. lanjut jot,246,9,2023-03-14T01:37:12Z,terbukti bikin mv keren ga harus jauh jauh.. klo konsep kuat.. lighting bgus.. fashion keren.. angle kamera mantap.. aransmen oke sih tetep nendang.. lanjut jot,160,positive,0.9971628785133362
5276,UgxZDx3AHFfcdoRO4nZ4AaABAg,,2023-03-31T02:41:15Z,@aga050491,"Kathirna, Freya, Marsha, Muthe, Ashel.. bersinarlah kalian seterang-terangnya !!!",244,6,2023-03-31T02:41:15Z,"Kathirna, Freya, Marsha, Muthe, Ashel.. bersinarlah kalian seterang-terangnya !!!",81,positive,0.5761187672615051
7783,Ugy2T14rfSoLGG5MsNt4AaABAg,,2023-03-17T14:00:49Z,@widipuji4828,PARAH MV INDO TERKEREN BERANI BIKIN DI LUAR ZONA AMAN. MANTAAAPPP,242,5,2023-03-17T14:00:49Z,PARAH MV INDO TERKEREN BERANI BIKIN DI LUAR ZONA AMAN. MANTAAAPPP,65,positive,0.9921595454216003
21806,UgwDIoHIb-QRSvfMGT94AaABAg,,2023-03-13T13:16:22Z,@dwitapasaribu,"Keren bgtt sumpah
Ekspresi nya dpt bgt,gak bisa berkata apa-apa lagi
Semoga makin sukses JKT48
Mari kita para fans JKT48 selalu mendukung mereka i love you JKT48 🥺♥️",240,0,2023-03-13T13:16:22Z,"Keren bgtt sumpah Ekspresi nya dpt bgt,gak bisa berkata apa-apa lagi Semoga makin sukses JKT48 Mari kita para fans JKT48 selalu mendukung mereka i love you JKT48",165,positive,0.9917575716972351
19750,Ugxj42JsCfAEbNB1t8d4AaABAg,,2023-03-13T15:35:11Z,@ilenahakim4403,"Tetap semangat JKT48 NEW ERA
semangat para member, staff dan fans.
peran kita semua sangat berarti untuk kemajuan JKT48❤🔥",239,0,2023-03-13T15:35:11Z,"Tetap semangat JKT48 NEW ERA semangat para member, staff dan fans. peran kita semua sangat berarti untuk kemajuan JKT48",121,positive,0.965403139591217
13183,UgwieBi88LPQy4TgJU94AaABAg,,2023-03-14T14:54:00Z,@irpaniponk6571,"Sumpah kereen bgt , pengen banget lagi lagi yang lainya di buat MV  kaya kini juga.  Sukses terus JKT48",238,0,2023-03-14T14:54:00Z,"Sumpah kereen bgt , pengen banget lagi lagi yang lainya di buat MV kaya kini juga. Sukses terus JKT48",103,positive,0.9941748976707458
12619,Ugy3oD7CRTPWHtngc_d4AaABAg,,2023-03-14T22:00:34Z,@frezzbysnappywopapy,"Wow rekor performa Youtube JKT48 pecah semua sama performance ini. Dari views yang naiknya paling cepet sampe record trending 1 untuk pertama kali dalam sejarah JKT

Gua akui rilisan kali ini lebih eye catching dari yang sebelum²nya sejauh ini. Choreo, coloring, cinematography, dan Explicit art nya dapet banget. Ini pertama kalinya gua stream MV JKT lebih dari 10 kali sehari",236,22,2023-03-14T22:00:34Z,"Wow rekor performa Youtube JKT48 pecah semua sama performance ini. Dari views yang naiknya paling cepet sampe record trending 1 untuk pertama kali dalam sejarah JKT Gua akui rilisan kali ini lebih eye catching dari yang sebelumnya sejauh ini. Choreo, coloring, cinematography, dan Explicit art nya dapet banget. Ini pertama kalinya gua stream MV JKT lebih dari 10 kali sehari",377,positive,0.9956502318382263
15175,Ugwq09uIdNWTnaMwmfF4AaABAg,,2023-03-14T10:26:03Z,@ameliarifda6972,"SELAMAT YA JKT48 , SUMPAH INI KEREN BANGET COY, SANGAT MEMANJAKAN PENDENGARAN",236,0,2023-03-14T10:30:24Z,"SELAMAT YA JKT48 , SUMPAH INI KEREN BANGET COY, SANGAT MEMANJAKAN PENDENGARAN",77,positive,0.9969563484191895
16392,UgycbKxO7kqGSmMpvi94AaABAg,,2023-03-14T06:59:40Z,@hi.jarvis,"Ini lagu ttg pelajaran IPA. Benang sari (jantan), Putik (betina), Kupu2 (Proses penyerbukan). 
Kebetulan member JKT48 cewek semua, jd peraganya cewek.
11 Tahun bikin prestasi pd tutup mata, giliran ada bumbu kontroversi baru terbelak mata.",228,27,2023-03-14T06:59:40Z,"Ini lagu ttg pelajaran IPA. Benang sari (jantan), Putik (betina), Kupu2 (Proses penyerbukan). Kebetulan member JKT48 cewek semua, jd peraganya cewek. 11 Tahun bikin prestasi pd tutup mata, giliran ada bumbu kontroversi baru terbelak mata.",240,neutral,0.4346621334552765
20156,UgzzDwi7cxgl_PIsfJZ4AaABAg,,2023-03-13T14:43:46Z,@Milkytea48,"Three words for this new special performance is :
1. Brave
2. Hot
3. Naughty
Welldone JKT48....",228,4,2023-03-13T14:43:46Z,Three words for this new special performance is : 1. Brave 2. Hot 3. Naughty Welldone JKT48....,95,neutral,0.9829859137535095
6775,Ugw1U6oyiYYhRNul0-t4AaABAg,,2023-03-19T17:46:38Z,@royrenaldositompul,"JKT48 tetap semangat ya .. Biarkan saja orang mau bilang apa . Kalian sudah hebat karena saya tau perjuangan kalian . Kalau perlu buat PV yang lebih heboh dengan ART yang diluar nalar penyanyi kebanyakan yang selalu bermain aman. Sudah cukup diperbudak dengan kemauan Netizen . Music adalah ART dan ART itu tidak ada batasnya dan memang akan selalu bertabrakan dengan kemauan dan keinginin orang"" yang sangat anti dengan ART . Semangat ya",227,13,2023-03-19T17:46:38Z,"JKT48 tetap semangat ya .. Biarkan saja orang mau bilang apa . Kalian sudah hebat karena saya tau perjuangan kalian . Kalau perlu buat PV yang lebih heboh dengan ART yang diluar nalar penyanyi kebanyakan yang selalu bermain aman. Sudah cukup diperbudak dengan kemauan Netizen . Music adalah ART dan ART itu tidak ada batasnya dan memang akan selalu bertabrakan dengan kemauan dan keinginin orang"" yang sangat anti dengan ART . Semangat ya",438,positive,0.5176195502281189
16023,UgzvS4pWrwq-pKd5Fnt4AaABAg,,2023-03-14T08:15:25Z,@minyi8573,"Jkt48 is back finally, with more concept and more gae than ever. I love it",226,0,2023-03-14T08:15:25Z,"Jkt48 is back finally, with more concept and more gae than ever. I love it",74,positive,0.7046599984169006
11768,UgwcdTduXXJ0cRMxxLl4AaABAg,,2023-03-15T02:33:41Z,@nurliana215,"Keren banget trending 1 congrats JKT48 ❤️
Ntah udh keberapa kali gw puter nih MV emang sebagus itu ga bosen2",224,8,2023-03-15T02:33:41Z,Keren banget trending 1 congrats JKT48 Ntah udh keberapa kali gw puter nih MV emang sebagus itu ga bosen2,108,positive,0.9963604807853699
13236,Ugz5cI1MRJbIGu1eJpF4AaABAg,,2023-03-14T14:42:51Z,@ridwanmuhammady,"Lighting, Cinematografi, visual, aransemen, suara, Koreo dan Akting member bagus banget 🔥🔥🔥",224,0,2023-03-14T14:42:51Z,"Lighting, Cinematografi, visual, aransemen, suara, Koreo dan Akting member bagus banget",91,positive,0.9965800642967224
19736,UgwIku6EOds11nhdtlV4AaABAg,,2023-03-13T15:36:59Z,@papaaaau,kereeen bgt🤩🤩🤩 ekspresinya dapet semua bagus... semangat terus JKT48 & team!!,222,1,2023-03-13T15:39:09Z,kereeen bgt ekspresinya dapet semua bagus... semangat terus JKT48 & team!!,77,positive,0.9906678795814514
13132,UgwbLOd0WrpLWrd5Umd4AaABAg,,2023-03-14T15:07:24Z,@Saodatuns_,"JKT48 keerreeeennn paraahhh
.. lagunya baguss..easy listening... GOOD JOB Tim JKT48... makin suksesss makin jayaa... makin menginternasionalll",221,4,2023-03-14T15:07:24Z,JKT48 keerreeeennn paraahhh .. lagunya baguss..easy listening... GOOD JOB Tim JKT48... makin suksesss makin jayaa... makin menginternasionalll,142,positive,0.9953141212463379
19254,UgxfYGIYKE5RkGVKRHl4AaABAg,,2023-03-13T16:56:54Z,@milaamuthiaa5042,"reflek ngucap astaghfirullah sepanjang mv 🙂 tapi terlepas dari it, keren banget ekspresi tiap member kuat banget, actingnya keren.JKT48 NEW ERA JAYA JAYA JAYA💥",211,13,2023-03-13T16:56:54Z,"reflek ngucap astaghfirullah sepanjang mv tapi terlepas dari it, keren banget ekspresi tiap member kuat banget, actingnya keren.JKT48 NEW ERA JAYA JAYA JAYA",159,positive,0.9970031380653381
5516,UgyCulKlJUt9NmMGyCp4AaABAg,,2023-03-27T13:47:33Z,@giskhaputri5518,"pertama suka JKT48 dan mulai kepo mereka tuh dari lagu ini, aku sebagai fans kpop ngerasa MV JKT48 kali ini wow banget😭♥️ plis dukung banget JKT48 New Era, ayo kalian cantik-cantikku! SEMANGAT!!",210,7,2023-03-27T13:47:33Z,"pertama suka JKT48 dan mulai kepo mereka tuh dari lagu ini, aku sebagai fans kpop ngerasa MV JKT48 kali ini wow banget plis dukung banget JKT48 New Era, ayo kalian cantik-cantikku! SEMANGAT!!",194,positive,0.9929251670837402
